binary_tox,capitalized letters,character count,cleaner_text,comment_text,compound,identity_hate,insult,lemmatized_text,lgbtq hate,misogynist words,neg,neu,neutral,obscene,pos,racial_ethnic slurs,severe_toxic,special characters,swear words,threat,toxic,word count
1,4,149,Idiots  I have already file a formal compliant with their web hosting company and the police about this site. When they are closed down I will laugh.,"Idiots

I have already file a formal compliant with their web hosting company and the police about this site. When they are closed down I will laugh.",0.5574,0,0,cretin file_away dinner_dress compliant World_Wide_Web host companionship law situation . close joke .,0,0,0.0,0.865,0,0,0.135,0,0,2,0,0,1,27
1,2,28,Twat   You're a fucking cunt,"Twat 

You're a fucking cunt",-0.8357,0,1,pussy 're bed bitch,0,2,0.7979999999999999,0.202,0,1,0.0,0,0,1,1,0,1,5
0,21,834,"Copyright Violation   Hello, and welcome to Wikipedia! We appreciate your creation of the article,  Bahaw-Din Zikria University Multan, Sahiwal Campus, but we cannot accept copyrighted text borrowed from other web sites or printed material. Please see Wikipedia:Copyright problems for more information on this topic, or generally, Wikipedia:Policies and guidelines. Please do not remove the copyright violation notice placed in the article or repost the suspected infringing text. However, if you would like to rewrite the article in your own words, follow the link in the posted notice to create a temporary subpage. If your new article is appropriate, and not a further copyright violation, the reviewing administrator will move that new article into place once the copyright status of the original has been resolved. Happy editing!","Copyright Violation 

Hello, and welcome to Wikipedia! We appreciate your creation of the article,  Bahaw-Din Zikria University Multan, Sahiwal Campus, but we cannot accept copyrighted text borrowed from other web sites or printed material. Please see Wikipedia:Copyright problems for more information on this topic, or generally, Wikipedia:Policies and guidelines. Please do not remove the copyright violation notice placed in the article or repost the suspected infringing text. However, if you would like to rewrite the article in your own words, follow the link in the posted notice to create a temporary subpage. If your new article is appropriate, and not a further copyright violation, the reviewing administrator will move that new article into place once the copyright status of the original has been resolved. Happy editing!",0.7549,0,0,"Copyright Violation Hello , welcome Wikipedia ! appreciate creation article , Bahaw-Din Zikria University Multan , Sahiwal Campus , accept copyrighted text borrowed web site printed material . Wikipedia : Copyright problem information topic , generally , Wikipedia : Policies guideline . remove copyright violation notice placed article repost suspected infringing text . , like rewrite article word , follow link posted notice create temporary subpage . new article appropriate , copyright violation , reviewing administrator new article place copyright status original resolved . Happy editing !",0,0,0.125,0.696,1,0,0.179,0,0,20,1,0,0,126
0,3,301,"""  """"Since then passenger numbers have been in decline, due partly to rising fares and the lower value of Sterling, and perhaps also influenced by growing awareness of the detrimental impact that aviation has on climate change."""" This is rather humorous speculation but speculation nonetheless.- t-c ""","""

""""Since then passenger numbers have been in decline, due partly to rising fares and the lower value of Sterling, and perhaps also influenced by growing awareness of the detrimental impact that aviation has on climate change.""""
This is rather humorous speculation but speculation nonetheless.- t-c """,0.3071,0,0,"`` `` '' passenger number decline , partly rising fare lower value Sterling , influenced growing awareness detrimental impact aviation climate change . '' '' humorous speculation speculation nonetheless.- t-c ``",0,0,0.034,0.8640000000000001,1,0,0.102,0,0,12,1,0,0,47
0,0,106,date format   date format is inconsistent throughout the entry ... and the yyyy-mm-dd format is ridiculous,"date format 

date format is inconsistent throughout the entry ... and the yyyy-mm-dd format is ridiculous",-0.3612,0,0,date format date format inconsistent entry ... yyyy-mm-dd format ridiculous,0,0,0.14300000000000002,0.857,1,0,0.0,0,0,5,0,0,0,16
0,4,155,"By the way I never removed the tag from the image, you removed my dispute.  As far as I lnow it isn't required to display that it is tagged on the article.","By the way I never removed the tag from the image, you removed my dispute.  As far as I lnow it isn't required to display that it is tagged on the article.",-0.4019,0,0,"way removed tag image , removed dispute . far lnow n't required display tagged article .",0,0,0.085,0.915,1,0,0.0,0,0,4,0,0,0,32
0,51,1549,"""   Origin  The evidence presented by the following paragraph does not convince me of the relation between the Orkhon script and the Rovás. I've heard that conclusion elsewhere, and I'm not necessarily doubting it, but I just don't see proof from the arguments made here: """"Around 600 AD, the yet illiterate Hungarian tribes moved southwest from their earlier territories to the coastal region of the Eastern Black Sea. The Hungarian Runes are almost certainly related to the Orkhon or Turkic Runic script.   Says who?   """"This is supported by the Hungarian tribes' early geography propinquity [Is this supposed to be """"proximity?""""] to the Göktürks.""""  So what? At various times in history they were near Germanic, Slavic, Turkic, Mongolic, and maybe Greek peoples. It doesn't follow, from the evidence presented that the Turkic influence was the source of the writing.  """"Moreover, thirteen of the Hungarian rovás glyphs closely resemble characters of the Orkhon script.  Which ones? I don't count 13 convergences. I see a lot of resemblance in overall appearance between Futhark and Rovás; they seem to show a greater resemblance to each other than with Orkhon. Some prominent features of the Orkhon script are absent in Rovás, e.g. reduplicated characters, and the use of dots or other small characters detached from the main sign.  I'm not arguing that German Runes and Rovás are necessarily closely related; it's just that the evidence presented by this section of this article is hardly convincing. If someone can correct this, please do.  !""","""

 Origin 
The evidence presented by the following paragraph does not convince me of the relation between the Orkhon script and the Rovás. I've heard that conclusion elsewhere, and I'm not necessarily doubting it, but I just don't see proof from the arguments made here:
""""Around 600 AD, the yet illiterate Hungarian tribes moved southwest from their earlier territories to the coastal region of the Eastern Black Sea. The Hungarian Runes are almost certainly related to the Orkhon or Turkic Runic script. 

Says who? 

""""This is supported by the Hungarian tribes' early geography propinquity [Is this supposed to be """"proximity?""""] to the Göktürks.""""

So what? At various times in history they were near Germanic, Slavic, Turkic, Mongolic, and maybe Greek peoples. It doesn't follow, from the evidence presented that the Turkic influence was the source of the writing.

""""Moreover, thirteen of the Hungarian rovás glyphs closely resemble characters of the Orkhon script.

Which ones? I don't count 13 convergences. I see a lot of resemblance in overall appearance between Futhark and Rovás; they seem to show a greater resemblance to each other than with Orkhon. Some prominent features of the Orkhon script are absent in Rovás, e.g. reduplicated characters, and the use of dots or other small characters detached from the main sign.

I'm not arguing that German Runes and Rovás are necessarily closely related; it's just that the evidence presented by this section of this article is hardly convincing. If someone can correct this, please do.  !""",0.9564,0,0,"`` Origin evidence presented following paragraph convince relation Orkhon script Rovás . 've heard conclusion , 'm necessarily doubting , n't proof argument : `` '' 600 AD , illiterate Hungarian tribe moved southwest earlier territory coastal region Eastern Black Sea . Hungarian Runes certainly related Orkhon Turkic Runic script . Says ? `` `` supported Hungarian tribe ' early geography propinquity [ supposed `` '' proximity ? '' '' ] Göktürks . '' '' ? various time history near Germanic , Slavic , Turkic , Mongolic , maybe Greek people . n't follow , evidence presented Turkic influence source writing . `` `` , thirteen Hungarian rovás glyph closely resemble character Orkhon script . one ? n't count 13 convergence . lot resemblance overall appearance Futhark Rovás ; greater resemblance Orkhon . prominent feature Orkhon script absent Rovás , e.g . reduplicated character , use dot small character detached main sign . 'm arguing German Runes Rovás necessarily closely related ; 's evidence presented section article hardly convincing . correct , . ! ''",0,0,0.025,0.882,1,0,0.093,0,0,58,0,0,0,248
0,7,508,"Of course it is not the same issue. It is the nature of the discussion, and the nature of the issue, that is similar: discussing an obscure point of speculative physics theory in this article, which is not aimed at physicists. It is a question of emphasis. Discussion of it in this article would confound more readers than it would inform, by a wide margin. The only readers who would appreciate the point are those who are already aware of it, and who don't use Wikipedia to learn more about physics.—Finell","Of course it is not the same issue. It is the nature of the discussion, and the nature of the issue, that is similar: discussing an obscure point of speculative physics theory in this article, which is not aimed at physicists. It is a question of emphasis. Discussion of it in this article would confound more readers than it would inform, by a wide margin. The only readers who would appreciate the point are those who are already aware of it, and who don't use Wikipedia to learn more about physics.—Finell",0.4767,0,0,"course issue . nature discussion , nature issue , similar : discussing obscure point speculative physic theory article , aimed physicist . question emphasis . Discussion article confound reader inform , wide margin . reader appreciate point aware , n't use Wikipedia learn physics.—Finell",0,0,0.0,0.955,1,0,0.045,0,0,13,0,0,0,91
0,24,1056,""" December 2008 (UTC) Oh, it's you again. No one is contesting that Soriano did receive the so-called award. My point is that the """"award"""" is not notable enough to merit mention in an encyclopedia article. Also, we are not talking about """"board of directors of websites"""". A website need not necessarily have a """"board of directors"""". Even you can create your own website without the need for officers. We are talking about this spurious Philippine Web Awards being completely anonymous, in contrast with authentic award-giving bodies who would always devulge their leadership to the public. The mention of the board of directors of the Nobel Prize was just meant to support this. Your problem is you are always confused about what is being discussed. If you don't have the capacity to understand simple logic then how can you edit an encyclopedia? No wonder 99% of all your edits are being reverted by other editors, and that up to now you are still uploading illegal images to Wikipedia. All you do is bring chaos and garbage to Wikipedia. –   00:50, 6""",""" December 2008 (UTC)
Oh, it's you again. No one is contesting that Soriano did receive the so-called award. My point is that the """"award"""" is not notable enough to merit mention in an encyclopedia article. Also, we are not talking about """"board of directors of websites"""". A website need not necessarily have a """"board of directors"""". Even you can create your own website without the need for officers. We are talking about this spurious Philippine Web Awards being completely anonymous, in contrast with authentic award-giving bodies who would always devulge their leadership to the public. The mention of the board of directors of the Nobel Prize was just meant to support this. Your problem is you are always confused about what is being discussed. If you don't have the capacity to understand simple logic then how can you edit an encyclopedia? No wonder 99% of all your edits are being reverted by other editors, and that up to now you are still uploading illegal images to Wikipedia. All you do is bring chaos and garbage to Wikipedia. –   00:50, 6""",0.1779,0,0,"`` December 2008 ( UTC ) Oh , 's . contesting Soriano receive so-called award . point `` '' award '' '' notable merit mention encyclopedia article . , talking `` '' board director website '' '' . website need necessarily `` '' board director '' '' . create website need officer . talking spurious Philippine Web Awards completely anonymous , contrast authentic award-giving body devulge leadership public . mention board director Nobel Prize meant support . problem confused discussed . n't capacity understand simple logic edit encyclopedia ? wonder 99 % edits reverted editor , uploading illegal image Wikipedia . bring chaos garbage Wikipedia . – 00:50 , 6 ''",0,0,0.084,0.8290000000000001,1,0,0.087,0,0,40,0,0,0,181
1,0,51,bring it   hello tommy remember me? im back asshole,"bring it 

hello tommy remember me? im back asshole",0.0,0,1,bring how-do-you-do tommy commend ? im whoreson,0,0,0.0,1.0,0,1,0.0,0,0,1,3,0,1,9
0,19,607,"FL review  Hey , I wanted to touch base with you regarding my latest FL nomination at Wikipedia:Featured list candidates/List of plantations in West Virginia/archive2. You had previously reviewed my nomination and supported it for FL status (see archive1). I was forced to withdraw the nomination on account of having too many nominations on the page at the same time. If it wouldn't be any trouble, could you please re-review the list and voice your comments and concerns at the new review page? Thanks again for your continued quality contributions to Wikipedia!     I'll try to take a look soon. — ''''''","FL review 
Hey , I wanted to touch base with you regarding my latest FL nomination at Wikipedia:Featured list candidates/List of plantations in West Virginia/archive2. You had previously reviewed my nomination and supported it for FL status (see archive1). I was forced to withdraw the nomination on account of having too many nominations on the page at the same time. If it wouldn't be any trouble, could you please re-review the list and voice your comments and concerns at the new review page? Thanks again for your continued quality contributions to Wikipedia!    
I'll try to take a look soon. — ''''''",0.7227,0,0,"FL review Hey , wanted touch base regarding latest FL nomination Wikipedia : Featured list candidates/List plantation West Virginia/archive2 . previously reviewed nomination supported FL status ( archive1 ) . forced withdraw nomination account nomination page time . n't trouble , re-review list voice comment concern new review page ? Thanks continued quality contribution Wikipedia ! 'll try look soon . — `` ' '' '",0,0,0.029,0.875,1,0,0.097,0,0,23,0,0,0,101
0,10,376,"Hamallu  Hi, thanks for started the article. Unfortunately, the page already existed just about a couple of weeks ago (I had created it), and it was deleted because it's considered merely a Maltese not significant enough to be included in the English Wikipedia.   Anyway, perhaps you'd be interested in reading Wikipedia guidelines on how to write and edit an article. Cheers.","Hamallu

Hi, thanks for started the article. Unfortunately, the page already existed just about a couple of weeks ago (I had created it), and it was deleted because it's considered merely a Maltese not significant enough to be included in the English Wikipedia. 

Anyway, perhaps you'd be interested in reading Wikipedia guidelines on how to write and edit an article. Cheers.",0.7723,0,0,"Hamallu Hi , thanks started article . Unfortunately , page existed couple week ago ( created ) , deleted 's considered merely Maltese significant included English Wikipedia . , 'd interested reading Wikipedia guideline write edit article . Cheers .",0,0,0.059,0.7829999999999999,1,0,0.158,0,0,12,0,0,0,61
0,2,26,"Abi 17:45, 9 February 2014","Abi 17:45, 9 February 2014",0.0,0,0,"Abi 17:45 , 9 February 2014",0,0,0.0,1.0,1,0,0.0,0,0,2,0,0,0,5
1,308,367,FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEATH TO USER JUJUBE! FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEATH TO USER JUJUBE! FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEATH TO USER JUJUBE! FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEATH TO USER JUJUBE!,"FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEATH TO USER JUJUBE!
FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEATH TO USER JUJUBE!
FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEATH TO USER JUJUBE!
FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEATH TO USER JUJUBE!",-0.9448,0,1,have_sex user jujube_bush ! have_it_away WIKIPEDIA ! destroy drug_user jujube ! destroy WIKIPEDIA ! death user jujube_bush ! do_it user jujube ! do_it WIKIPEDIA ! put_down exploiter jujube_bush ! destroy WIKIPEDIA ! Death user jujube ! have_a_go_at_it substance_abuser Ziziphus_jujuba ! fuck WIKIPEDIA ! destruct user Christ's-thorn ! put_down WIKIPEDIA ! end user jujube ! bonk substance_abuser Christ's-thorn ! fuck WIKIPEDIA ! destroy user jujube ! destroy WIKIPEDIA ! death user Christ's-thorn !,0,0,0.29600000000000004,0.7040000000000001,0,1,0.0,0,1,20,8,1,1,40
0,15,263,"""  NSW cricketer photo poll  Right, I've set it up. I made some adjustments to my technique, so hopefully it's better. Many thanks again in advance ''''  ([[User_talk:YellowMonkey#Photo_poll|vote in the Southern Stars and White Ferns supermodel photo poll]]'')  ""","""
 NSW cricketer photo poll 
Right, I've set it up. I made some adjustments to my technique, so hopefully it's better. Many thanks again in advance ''''  ([[User_talk:YellowMonkey#Photo_poll|vote in the Southern Stars and White Ferns supermodel photo poll]]'')  """,0.8609,0,0,"`` NSW cricketer photo poll Right , 've set . adjustment technique , hopefully 's better . thanks advance `` '' ( [ [ User_talk : YellowMonkey # Photo_poll|vote Southern Stars White Ferns supermodel photo poll ] ] '' ) ``",0,0,0.0,0.775,1,0,0.225,0,0,23,0,0,0,39
0,32,1243,"Randolph, Tennessee   Hey, how is it going? I am kind of stuck with a question about the population of a small place, and as I know that you deal with unincorporated small places sometimes I thought to drop you a line. I started that article about Randolph, Tennessee recently and I am so far pretty amazed that there is a lot of documented historical information to find about that place. Funny, if enough time passes, even about the smallest places there is something to say. Well, what I could not find out about is any recent population. As a matter of fact, I have a referenced population for 1820 (54), shortly before foundation of the town. And I have one good enough estimate for 1834 (1,000). In 1861 they had 5,000 soldiers there, but that does not really count as population, does it? Today it might be in the few hundreds, not much more. It looks like any population more recent than 1834 would be of great help here already.  I tried to find out about the voting precincts, but Randolph is included in the same voting precinct (14 S.W. Tipton) with a few other, larger communities. So you can't really start from there. [Tipton Cty Voting Precincts]. Maybe you have more material available on the topic. Thanks in advance!  \ talk","Randolph, Tennessee 

Hey, how is it going? I am kind of stuck with a question about the population of a small place, and as I know that you deal with unincorporated small places sometimes I thought to drop you a line. I started that article about Randolph, Tennessee recently and I am so far pretty amazed that there is a lot of documented historical information to find about that place. Funny, if enough time passes, even about the smallest places there is something to say. Well, what I could not find out about is any recent population. As a matter of fact, I have a referenced population for 1820 (54), shortly before foundation of the town. And I have one good enough estimate for 1834 (1,000). In 1861 they had 5,000 soldiers there, but that does not really count as population, does it? Today it might be in the few hundreds, not much more. It looks like any population more recent than 1834 would be of great help here already.

I tried to find out about the voting precincts, but Randolph is included in the same voting precinct (14 S.W. Tipton) with a few other, larger communities. So you can't really start from there. [Tipton Cty Voting Precincts]. Maybe you have more material available on the topic. Thanks in advance!  \ talk",0.9754,0,0,"Randolph , Tennessee Hey , going ? kind stuck question population small place , know deal unincorporated small place thought drop line . started article Randolph , Tennessee recently far pretty amazed lot documented historical information place . Funny , time pass , smallest place say . , recent population . matter fact , referenced population 1820 ( 54 ) , shortly foundation town . good estimate 1834 ( 1,000 ) . 1861 5,000 soldier , really count population , ? Today hundred , . look like population recent 1834 great help . tried voting precinct , Randolph included voting precinct ( 14 S.W . Tipton ) , larger community . ca n't really start . [ Tipton Cty Voting Precincts ] . Maybe material available topic . Thanks advance ! \ talk",0,0,0.014,0.86,1,0,0.126,0,0,43,1,0,0,222
1,13,307,"""  Regarding edits made on User talk:Jimbo Wales during April 19 2008 (UTC) Please stop. If you continue to vandalize pages, }} you will be blocked from editing Wikipedia.      I'm not trying to """"vandalize"""" you dumb idiot, this is just a comment. Give my punishment, and get the fuck out stupid robot.   ""","""

Regarding edits made on User talk:Jimbo Wales during April 19 2008 (UTC)
Please stop. If you continue to vandalize pages, }} you will be blocked from editing Wikipedia.    

I'm not trying to """"vandalize"""" you dumb idiot, this is just a comment. Give my punishment, and get the fuck out stupid robot.   """,-0.9565,0,0,"`` consider edit user babble_out : Jimbo wale April nineteen 2008 ( coordinated_universal_time ) finish . go_on vandalize Page , } } hinder edit_out Wikipedia . 'm examine `` `` vandalize `` `` dumb idiot , gossip . penalisation , screwing dolt automaton . ``",0,0,0.322,0.643,0,0,0.035,0,0,19,1,0,1,53
0,3,110,I just read it again having not looked at the article for two day. Its significantly improved. Very nice work.,I just read it again having not looked at the article for two day. Its significantly improved. Very nice work.,0.7346,0,0,read looked article day . significantly improved . nice work .,0,0,0.0,0.733,1,0,0.267,0,0,3,0,0,0,20
0,0,195,please do not do that   please don't take those pictures off my page becuz any body who does that will get cursed out and if you dont wont anybody doing that to your page dont do that to my page.,"please do not do that 

please don't take those pictures off my page becuz any body who does that will get cursed out and if you dont wont anybody doing that to your page dont do that to my page.",0.5574,0,0,n't picture page becuz body cursed dont wont anybody page dont page .,0,0,0.0,0.892,1,0,0.108,0,0,2,0,0,0,40
0,24,198,====Template:This stays as a National Security Matter do not Obstruct Justice ever again VANDALIZER OhNoitsJamie Talk .===                                               ====Template:Ali Khamenei====,"====Template:This stays as a National Security Matter do not Obstruct Justice ever again VANDALIZER OhNoitsJamie Talk .===
                                              ====Template:Ali Khamenei====",-0.0711,0,0,====Template : stay National Security Matter Obstruct Justice VANDALIZER OhNoitsJamie Talk .=== ====Template : Ali Khamenei====,0,0,0.13,0.705,1,0,0.165,0,0,18,0,0,0,19
0,2,78,""" - It was mal-sourced and definitely untrue information. '''''G (talk)''''' ""","""
- It was mal-sourced and definitely untrue information. '''''G (talk)''''' """,0.4019,0,0,`` - mal-sourced definitely untrue information . ' '' '' G ( talk ) ' '' '' ``,0,0,0.0,0.748,1,0,0.252,0,0,17,0,0,0,12
1,57,72,IS THE GAYESTY WEB SITE ON THE FACE OF THYE EARTH I EAST BABYS FOR DINER,IS THE GAYESTY WEB SITE ON THE FACE OF THYE EARTH I EAST BABYS FOR DINER,0.0,0,0,GAYESTY web site aspect THYE earth Orient babe diner,0,0,0.0,1.0,0,0,0.0,0,0,0,0,0,1,16
0,5,246,"Do a few Islamophobic murders and vandalism need a framework article? The notable ones like el-Sherbini have their own pages, and that's enough. But if you got rid of the state persecution here, would what's left really merit a framework article?","Do a few Islamophobic murders and vandalism need a framework article? The notable ones like el-Sherbini have their own pages, and that's enough. But if you got rid of the state persecution here, would what's left really merit a framework article?",0.2389,0,0,"Islamophobic murder vandalism need framework article ? notable one like el-Sherbini page , 's . got rid state persecution , 's left really merit framework article ?",0,0,0.08900000000000001,0.779,1,0,0.132,0,0,8,0,0,0,41
0,0,70,so whats up with this chris nelson dude?  why are you so leery of him?,so whats up with this chris nelson dude?  why are you so leery of him?,0.0,0,0,whats chris nelson dude ? leery ?,0,0,0.0,1.0,1,0,0.0,0,0,2,0,0,0,15
0,18,1037,"incorrect claims   I deleted this:  Using contemporary computational technology, it would take on the order of 10250 years to exhaust all possible 2-colourings of graphs of size 43. (However, many of these colourings are isomorphic to each other, and an intelligent algorithm that only checks unique colourings could get the task done in as little as 10220 years.) Brute-force enumeration ceases to be practical much earlier: the number of unique 2-colourings of a graph on 18 nodes is already an intractable 1.788*1030. The main reason is that it is simply not true. Nobody would try to look at all possible colourings one at a time as there are much better ways.  Looking at all colourings is not possible for graphs of size greater than 13 (and very expensive for size 13), yet many larger Ramsey numbers can be found exactly via computer search. In other words, this type of calculation does not correctly indicate the difficulty of searching. A secondary reason is that blogs are not permitted as sources in Wikipedia, see WP:BLOGS.","incorrect claims 

I deleted this:
 Using contemporary computational technology, it would take on the order of 10250 years to exhaust all possible 2-colourings of graphs of size 43. (However, many of these colourings are isomorphic to each other, and an intelligent algorithm that only checks unique colourings could get the task done in as little as 10220 years.) Brute-force enumeration ceases to be practical much earlier: the number of unique 2-colourings of a graph on 18 nodes is already an intractable 1.788*1030.
The main reason is that it is simply not true. Nobody would try to look at all possible colourings one at a time as there are much better ways.  Looking at all colourings is not possible for graphs of size greater than 13 (and very expensive for size 13), yet many larger Ramsey numbers can be found exactly via computer search. In other words, this type of calculation does not correctly indicate the difficulty of searching. A secondary reason is that blogs are not permitted as sources in Wikipedia, see WP:BLOGS.",0.4153,0,0,"incorrect claim deleted : Using contemporary computational technology , order 10250 year exhaust possible 2-colourings graph size 43 . ( , colouring isomorphic , intelligent algorithm check unique colouring task little 10220 year . ) Brute-force enumeration cease practical earlier : number unique 2-colourings graph 18 node intractable 1.788*1030 . main reason simply true . try look possible colouring time better way . Looking colouring possible graph size greater 13 ( expensive size 13 ) , larger Ramsey number exactly computer search . word , type calculation correctly indicate difficulty searching . secondary reason blog permitted source Wikipedia , WP : BLOGS .",0,0,0.039,0.907,1,0,0.054000000000000006,0,0,26,0,0,0,173
0,4,253,"""   Fine, but part of the narrative are poorly written and not really necessary. """"Messing with his thoughts"""" and """"put down"""" are colloquial and not appropriate for a Wikipedia entry. Also keep it to the gist and avoid a blow by blow a narrative.    ""","""

 Fine, but part of the narrative are poorly written and not really necessary. """"Messing with his thoughts"""" and """"put down"""" are colloquial and not appropriate for a Wikipedia entry. Also keep it to the gist and avoid a blow by blow a narrative.

  """,-0.34,0,0,"`` Fine , narrative poorly written really necessary . `` `` Messing thought '' '' `` '' '' '' colloquial appropriate Wikipedia entry . gist avoid blow blow narrative. ``",0,0,0.066,0.9,1,0,0.033,0,0,14,0,0,0,45
0,4,120,Best known social networking websites   What are the best known social networking websites beside MySpace? 81.223.23.159,"Best known social networking websites 

What are the best known social networking websites beside MySpace? 81.223.23.159",0.8555,0,0,Best known social networking website best known social networking website MySpace ? 81.223.23.159,0,0,0.0,0.625,1,0,0.375,0,0,4,0,0,0,16
0,7,173,"""  Thank you for the comment. It was exactly what I needed. I will move it to my userspace soon; you will be welcome to edit it. And I learned a new word too. Sincerely,   ""","""

Thank you for the comment. It was exactly what I needed. I will move it to my userspace soon; you will be welcome to edit it. And I learned a new word too. Sincerely,   """,0.8225,0,0,"`` Thank comment . exactly needed . userspace soon ; welcome edit . learned new word . Sincerely , ``",0,0,0.0,0.758,1,0,0.242,0,0,8,0,0,0,36
0,52,2030,"""************************ HENRIETTA VAN LAER says, No,. it's not that having an agenda at all is a problem for Wikipedia. Wikipedia has a very clear and unconcealable agenda [pro-socialists, liberals, greens and gays, determined to vilify and demonize conservatives]. It is a completely biassed source. Its articles on so-called left-wing parties are blatant whitewash while those on so-called right-wing parties are nothing but vilification, most of it based on flimsy third-hand sources and malicious allegations with no basis in fact. Instead of detailing their policies, Wikipedia provides a compendium of prejudice. The frequent denials that you have a point of view or that you are biassed are not at all convincing, particularly since the whole slant is maintained by a policy of rigorous censorship. POV in Wiki-speak = different POV to us, the Wiki-police.  I also get the impression that Wikipeople are pretty young. There is no sign of maturity or experience of the real world in their political views. Under """"conservative"""" we find the definition that these parties are merely in favour of the rich. How naive can you get? I don't know what the term """"fat cat"""" means in the USA but here in Britain it has a very specific meaning i.e. the people employed in the public sector who get salaries of 10-15 times the average. Naturally they are inclined to vote Labour and can also legally donate large sums to that party. Then there are a million more people employed in useless quangos which would be abolished by a right-wing tax-cutting party. Many of them earn two or three times the average wage, and like the fat  cats, they get generous pension-packages too. Added to the votes of the millions of people who live long-term on state benefits, this amounts to a huge vested interest in the socialist programme on the part of people who are neither honest-Joe workers or low-paid. But Wikipedia is still living in a world of student politics, with a poster of Che Guevara on the wall, his hair streaming in the wind.""","""************************ HENRIETTA VAN LAER says, No,. it's not that having an agenda at all is a problem for Wikipedia. Wikipedia has a very clear and unconcealable agenda [pro-socialists, liberals, greens and gays, determined to vilify and demonize conservatives]. It is a completely biassed source. Its articles on so-called left-wing parties are blatant whitewash while those on so-called right-wing parties are nothing but vilification, most of it based on flimsy third-hand sources and malicious allegations with no basis in fact. Instead of detailing their policies, Wikipedia provides a compendium of prejudice. The frequent denials that you have a point of view or that you are biassed are not at all convincing, particularly since the whole slant is maintained by a policy of rigorous censorship.
POV in Wiki-speak = different POV to us, the Wiki-police.
 I also get the impression that Wikipeople are pretty young. There is no sign of maturity or experience of the real world in their political views.
Under """"conservative"""" we find the definition that these parties are merely in favour of the rich. How naive can you get? I don't know what the term """"fat cat"""" means in the USA but here in Britain it has a very specific meaning i.e. the people employed in the public sector who get salaries of 10-15 times the average. Naturally they are inclined to vote Labour and can also legally donate large sums to that party. Then there are a million more people employed in useless quangos which would be abolished by a right-wing tax-cutting party. Many of them earn two or three times the average wage, and like the fat  cats, they get generous pension-packages too. Added to the votes of the millions of people who live long-term on state benefits, this amounts to a huge vested interest in the socialist programme on the part of people who are neither honest-Joe workers or low-paid. But Wikipedia is still living in a world of student politics, with a poster of Che Guevara on the wall, his hair streaming in the wind.""",0.9837,0,0,"`` ************************ HENRIETTA VAN LAER say , , . 's agenda problem Wikipedia . Wikipedia clear unconcealable agenda [ pro-socialists , liberal , green gay , determined vilify demonize conservative ] . completely biassed source . article so-called left-wing party blatant whitewash so-called right-wing party vilification , based flimsy third-hand source malicious allegation basis fact . Instead detailing policy , Wikipedia provides compendium prejudice . frequent denial point view biassed convincing , particularly slant maintained policy rigorous censorship . POV Wiki-speak = different POV , Wiki-police . impression Wikipeople pretty young . sign maturity experience real world political view . `` '' conservative '' '' definition party merely favour rich . naive ? n't know term `` '' fat cat '' '' mean USA Britain specific meaning i.e . people employed public sector salary 10-15 time average . Naturally inclined vote Labour legally donate large sum party . million people employed useless quango abolished right-wing tax-cutting party . earn time average wage , like fat cat , generous pension-packages . Added vote million people live long-term state benefit , amount huge vested socialist programme people honest-Joe worker low-paid . Wikipedia living world student politics , poster Che Guevara wall , hair streaming wind . ''",0,0,0.063,0.789,1,0,0.14800000000000002,0,0,88,2,0,0,340
0,9,180,"Well Sinneed, Muze? Where are you? I will happy to forgive you when you have realized the error of your ways. Ah well... 71 hours to go. Thanks a lot, Muze. That was not very nice.","Well Sinneed, Muze? Where are you? I will happy to forgive you when you have realized the error of your ways. Ah well... 71 hours to go. Thanks a lot, Muze. That was not very nice.",0.7106,0,0,"Sinneed , Muze ? ? happy forgive realized error way . Ah ... 71 hour . Thanks lot , Muze . nice .",0,0,0.118,0.631,1,0,0.251,0,0,11,0,0,0,36
